127.0 6.1 3.0 4.9 1.8 
46.0 5.1 3.8 1.6 0.2 
23.0 5.1 3.3 1.7 0.5 
3.0 4.6 3.1 1.5 0.2 
145.0 6.7 3.0 5.2 2.3 
25.0 5.0 3.0 1.6 0.2 
21.0 5.1 3.7 1.5 0.4 
70.0 5.9 3.2 4.8 1.8 
55.0 5.7 2.8 4.5 1.3 
123.0 6.3 2.7 4.9 1.8 
100.0 6.3 3.3 6.0 2.5 
81.0 5.5 2.4 3.7 1.0 
126.0 6.2 2.8 4.8 1.8 
122.0 7.7 2.8 6.7 2.0 
1.0 4.9 3.0 1.4 0.2 
132.0 6.4 2.8 5.6 2.2 
86.0 6.7 3.1 4.7 1.5 
53.0 5.5 2.3 4.0 1.3 
11.0 4.8 3.4 1.6 0.2 
69.0 5.6 2.5 3.9 1.1 
95.0 5.7 3.0 4.2 1.2 
135.0 7.7 3.0 6.1 2.3 
72.0 6.3 2.5 4.9 1.5 
109.0 7.2 3.6 6.1 2.5 
51.0 6.4 3.2 4.5 1.5 
96.0 5.7 2.9 4.2 1.3 
9.0 4.9 3.1 1.5 0.1 
99.0 5.7 2.8 4.1 1.3 
38.0 4.4 3.0 1.3 0.2 
87.0 6.3 2.3 4.4 1.3 
39.0 5.1 3.4 1.5 0.2 
12.0 4.8 3.0 1.4 0.1 
16.0 5.4 3.9 1.3 0.4 
26.0 5.0 3.4 1.6 0.4 
7.0 5.0 3.4 1.5 0.2 
80.0 5.5 2.4 3.8 1.1 
48.0 5.3 3.7 1.5 0.2 
20.0 5.4 3.4 1.7 0.2 
130.0 7.4 2.8 6.1 1.9 
43.0 5.0 3.5 1.6 0.6 
128.0 6.4 2.8 5.6 2.1 
19.0 5.1 3.8 1.5 0.3 
113.0 5.7 2.5 5.0 2.0 
141.0 6.9 3.1 5.1 2.3 
118.0 7.7 2.6 6.9 2.3 
71.0 6.1 2.8 4.0 1.3 
18.0 5.7 3.8 1.7 0.3 
89.0 5.5 2.5 4.0 1.3 
57.0 4.9 2.4 3.3 1.0 
79.0 5.7 2.6 3.5 1.0 
77.0 6.7 3.0 5.0 1.7 
42.0 4.4 3.2 1.3 0.2 
30.0 4.8 3.1 1.6 0.2 
63.0 6.1 2.9 4.7 1.4 
56.0 6.3 3.3 4.7 1.6 
137.0 6.4 3.1 5.5 1.8 
110.0 6.5 3.2 5.1 2.0 
101.0 5.8 2.7 5.1 1.9 
49.0 5.0 3.3 1.4 0.2 
15.0 5.7 4.4 1.5 0.4 
104.0 6.5 3.0 5.8 2.2 
111.0 6.4 2.7 5.3 1.9 
119.0 6.0 2.2 5.0 1.5 
66.0 5.6 3.0 4.5 1.5 
90.0 5.5 2.6 4.4 1.2 
139.0 6.9 3.1 5.4 2.1 
85.0 6.0 3.4 4.5 1.6 
31.0 5.4 3.4 1.5 0.4 
107.0 7.3 2.9 6.3 1.8 
121.0 5.6 2.8 4.9 2.0 
62.0 6.0 2.2 4.0 1.0 
13.0 4.3 3.0 1.1 0.1 
115.0 6.4 3.2 5.3 2.3 
60.0 5.0 2.0 3.5 1.0 
