0.465625	6.219250	2.325500	4.927188	1.856500
49.821875	5.265250	3.438500	4.927188	2.333500
109.049375	6.934750	3.756500	4.145437	1.538500
59.693125	4.788250	2.961500	6.490687	1.538500
109.049375	5.026750	3.756500	1.409312	1.061500
10.336875	5.742250	2.961500	4.145437	2.333500
128.791875	6.457750	2.961500	4.536312	1.856500
128.791875	7.888750	3.438500	1.409312	0.107500
10.336875	5.026750	2.643500	4.536312	0.425500
148.534375	4.788250	2.802500	5.708937	1.538500
128.791875	6.219250	3.438500	1.409312	1.220500
20.208125	5.026750	2.961500	4.536312	0.107500
30.079375	6.219250	2.325500	4.536312	0.266500
0.465625	5.742250	2.961500	1.800187	0.266500
59.693125	6.696250	2.961500	4.145437	0.266500
10.336875	4.549750	3.438500	1.409312	2.015500
79.435625	5.265250	2.961500	5.708937	2.015500
99.178125	4.788250	3.597500	1.409312	0.266500
59.693125	7.650250	2.961500	4.536312	1.856500
109.049375	5.980750	3.438500	4.536312	2.333500
99.178125	4.549750	2.961500	3.363687	0.425500
30.079375	5.980750	3.120500	4.927188	1.220500
20.208125	5.980750	2.802500	3.754562	2.174500
99.178125	4.788250	2.802500	4.927188	1.856500
39.950625	5.026750	3.120500	6.099812	2.333500
128.791875	5.026750	2.961500	6.490687	1.856500
118.920625	6.219250	2.802500	1.409312	0.425500
30.079375	6.457750	3.438500	4.145437	0.743500
138.663125	5.742250	3.597500	4.536312	1.538500
148.534375	5.026750	3.438500	4.536312	0.107500
20.208125	5.026750	3.120500	3.754562	1.697500
148.534375	6.934750	2.643500	4.536312	1.538500
20.208125	6.696250	3.438500	1.409312	1.856500
89.306875	5.026750	3.438500	4.536312	0.743500
10.336875	4.549750	2.961500	4.536312	1.856500
10.336875	4.311250	3.756500	5.708937	0.266500
109.049375	4.549750	3.120500	4.927188	1.856500
89.306875	4.788250	2.961500	4.927188	1.697500
128.791875	5.026750	3.120500	4.145437	0.266500
109.049375	5.980750	3.438500	5.318062	1.856500
128.791875	6.696250	2.643500	5.318062	0.425500
109.049375	6.457750	2.802500	4.536312	0.266500
79.435625	5.026750	2.643500	4.145437	2.492500
49.821875	5.503750	3.756500	6.490687	2.333500
79.435625	5.980750	3.438500	1.409312	0.107500
109.049375	5.503750	3.120500	4.927188	1.538500
59.693125	5.026750	3.120500	1.409312	1.856500
79.435625	5.742250	2.484500	5.318062	0.266500
138.663125	4.788250	2.643500	5.318062	1.856500
69.564375	5.503750	2.802500	1.409312	0.266500
69.564375	6.219250	3.120500	1.409312	1.220500
118.920625	5.980750	3.120500	1.409312	1.220500
69.564375	5.503750	2.802500	4.536312	2.333500
59.693125	5.265250	3.438500	1.800187	1.856500
109.049375	6.219250	2.961500	5.318062	2.174500
138.663125	5.503750	2.643500	4.927188	0.266500
49.821875	6.696250	2.802500	4.536312	1.220500
30.079375	7.650250	2.802500	4.145437	1.538500
79.435625	5.026750	3.120500	1.409312	0.266500
148.534375	7.173250	3.756500	4.145437	1.856500
0.465625	6.457750	2.961500	4.536312	0.743500
109.049375	5.026750	3.756500	1.409312	1.856500
39.950625	4.549750	2.643500	6.099812	1.697500
79.435625	5.742250	3.120500	1.409312	1.856500
0.465625	6.696250	3.438500	4.536312	1.538500
20.208125	5.026750	3.120500	1.409312	0.266500
79.435625	5.026750	2.802500	6.490687	2.333500
148.534375	5.742250	2.961500	5.318062	1.538500
109.049375	5.265250	3.120500	5.708937	1.061500
89.306875	6.696250	2.961500	4.536312	1.697500
69.564375	4.311250	3.120500	4.145437	1.856500
99.178125	5.980750	3.120500	1.409312	0.743500
39.950625	5.026750	2.643500	1.409312	1.538500
79.435625	6.457750	3.438500	1.409312	0.266500
128.791875	5.742250	3.438500	5.708937	1.538500
109.049375	5.742250	3.120500	1.409312	1.856500
89.306875	5.026750	2.802500	5.708937	1.220500
49.821875	6.696250	2.802500	4.536312	0.266500
20.208125	7.411750	2.961500	4.927188	0.425500
109.049375	5.026750	2.961500	4.927188	1.220500
128.791875	6.457750	2.643500	1.409312	1.061500
59.693125	4.549750	3.120500	1.409312	2.333500
0.465625	5.265250	3.438500	3.754562	2.174500
79.435625	4.788250	3.120500	4.927188	1.697500
109.049375	5.980750	3.438500	1.018437	0.266500
118.920625	5.503750	3.438500	1.409312	0.902500
0.465625	5.980750	2.802500	1.409312	0.266500
59.693125	6.696250	2.961500	1.409312	1.061500
99.178125	4.788250	3.438500	4.536312	0.425500
109.049375	6.457750	2.961500	5.318062	1.856500
10.336875	6.696250	2.961500	1.409312	0.266500
109.049375	4.549750	3.120500	4.927188	1.856500
49.821875	4.549750	2.802500	4.145437	0.266500
30.079375	6.219250	2.961500	5.708937	1.220500
69.564375	6.219250	2.802500	1.018437	1.220500
49.821875	5.026750	2.802500	4.536312	0.266500
79.435625	5.026750	3.120500	1.800187	0.266500
128.791875	5.026750	2.961500	1.409312	1.061500
20.208125	4.311250	3.756500	1.409312	0.266500
0.465625	7.173250	3.756500	6.099812	1.220500
89.306875	6.457750	3.120500	4.927188	1.061500
109.049375	5.980750	3.756500	4.927188	2.333500
30.079375	6.696250	2.325500	1.800187	1.061500
